feature,ks_stat,ks_pvalue,metric
Tela 69_part_2,0.559322033898305,9.111210275377923e-16,KS
Tela 69_part_3,0.5301694915254237,4.177496214802414e-14,KS
Tela 69_part_4,0.6440677966101694,2.5621375135416506e-21,KS
Tela 69_part_5,0.6271186440677966,4.098183901129145e-20,KS
Tela 69_part_6,0.5335216572504708,2.737718533702272e-14,KS
Tela 69_part_7,0.5932203389830508,7.506196017218704e-18,KS
Tela 69_part_8,0.7713370998116761,3.308583410034892e-32,KS
Tela 69_part_9,0.5423728813559322,8.693354298703612e-15,KS
Tela 69_part_10,0.6779661016949152,6.948942587605381e-24,KS
Tela 69_part_11,0.8296798493408662,1.1266046885076072e-38,KS
Tela 70_part_1,0.013333333333333334,1.0,KS
Tela 70_part_2,0.711864406779661,1.10593503494757e-26,KS
Tela 70_part_3,0.4067796610169492,2.7304480926859968e-08,KS
Tela 70_part_4,0.5062900188323917,7.869687888624572e-13,KS
Tela 70_part_5,0.4915254237288136,4.410914741255407e-12,KS
Tela 70_part_6,0.5668926553672317,3.246960496790752e-16,KS
Tela 70_part_7,0.7566101694915254,9.362231809760854e-31,KS
Tela 70_part_8,0.864406779661017,3.363193865595893e-43,KS
Tela 70_part_9,0.6271563088512241,4.098183901129145e-20,KS
Tela 71_part_1,0.017777777777777778,1.0,KS
Tela 71_part_2,0.6177777777777778,1.7263005311872406e-19,KS
Tela 71_part_3,0.6955555555555556,2.578718323556249e-25,KS
Tela 71_part_4,0.7533333333333333,1.8962421940164287e-30,KS
Tela 71_part_5,0.8333333333333334,3.890954456102696e-39,KS
Tela 71_part_6,0.7288888888888889,3.5208712047903205e-28,KS
Tela 71_part_7,0.7333333333333333,1.3974130532439091e-28,KS
Tela 71_part_8,0.5688888888888889,2.3846546040107344e-16,KS
Tela 71_part_9,0.6022222222222222,1.891378596080064e-18,KS
Tela 71_part_10,0.9644444444444444,1.5778286332853615e-62,KS
Tela 71_part_11,0.6822222222222222,3.0938648162482342e-24,KS
Tela 71_part_12,0.7177777777777777,3.383761108235257e-27,KS
Tela 71_part_13,0.5866666666666667,1.897650800478107e-17,KS
Tela 71_part_14,0.6444444444444445,2.301941220741113e-21,KS
Tela 71_part_15,0.4688888888888889,5.442968076696725e-11,KS
Tela 71_part_16,0.9,1.3948688806703436e-48,KS
Tela 71_part_17,0.52,1.4601276652020136e-13,KS
Tela 71_part_18,0.49777777777777776,2.1060254646963873e-12,KS
Tela 71_part_19,0.6822222222222222,3.0938648162482342e-24,KS
Tela 71_part_20,0.9355555555555556,2.848590709573571e-55,KS
Tela 71_part_21,0.7955555555555556,9.204680449463464e-35,KS
Tela 71_part_22,0.5644444444444444,4.4143476823932363e-16,KS
Tela 71_part_23,0.5155555555555555,2.520013512426837e-13,KS
Tela 71_part_24,0.84,5.737886981609604e-40,KS
Tela 71_part_25,0.6955555555555556,2.578718323556249e-25,KS
Tela 71_part_26,0.4866666666666667,7.569542564295977e-12,KS
Tela 72_part_1,0.022222222222222223,1.0,KS
Tela 72_part_2,0.48015065913370997,1.6030699979898024e-11,KS
Tela 72_part_3,0.6371374764595104,7.954644303168244e-21,KS
Tela 72_part_4,0.5621468926553672,6.246232782541494e-16,KS
Tela 72_part_5,0.6101694915254238,5.853038842267037e-19,KS
Tela 72_part_6,0.6779661016949152,6.948942587605381e-24,KS
Tela 72_part_7,0.5060263653483993,8.1431656727837e-13,KS
Tela 72_part_8,0.576271186440678,8.686806157542152e-17,KS
Tela 73_part_1,0.015555555555555555,1.0,KS
Tela 73_part_2,0.044444444444444446,0.9997947708282563,KS
Tela 76_part_1,0.06444444444444444,0.9708023012455316,KS
Tela 76_part_2,0.6658003766478343,6.196493204940577e-23,KS
Tela 77_part_1,0.011111111111111112,1.0,KS
Tela 77_part_2,0.3559322033898305,2.0742758697804526e-06,KS
__summary_corr_gap__,,,corr_gap_fro
__summary_c2st_auc__,0.5709876543209876,,c2st_auc
__privacy_nn_mean__,1.9471129866109953,,privacy_nn_mean
__privacy_nn_std__,1.5003890269742275,,privacy_nn_std
